source,author,title,description,url,urlToImage,publishedAt,content
"{'id': 'cbs-news', 'name': 'CBS News'}",Kristin Brown,Trump administration orders federal agencies to track on-site work amid work-from-home crackdown: OMB memo,"Hours after taking office, President Trump had ordered government agencies to ""take all necessary steps to terminate remote work arrangements.""",https://www.cbsnews.com/news/trump-administration-orders-federal-agencies-track-onsite-work/,https://assets1.cbsnewsstatic.com/hub/i/r/2025/04/28/ad609dda-ec2e-467c-9c1b-599f4aa7d2b1/thumbnail/1200x630/0128e2bf996ef6567e48cf40e16de029/gettyimages-2211493753.jpg?v=8e9dede207b29c97b32974c53e32aabc,2025-04-28T23:17:08Z,"The Trump administration has told federal agencies to monitor and report occupancy data in public buildings and offices leased by the government, as President Trump presses government workers to stop… [+1582 chars]"
"{'id': 'fox-news', 'name': 'Fox News'}",Chad Pergram,Democrats' boiling pot: A look at their 2026 game plan,Something is certainly afoot in the Democratic Party's inner rankings – but whether that's enough to meaningfully move the midterm needle is anyone's guess.,https://www.foxnews.com/politics/democrats-boiling-pot-look-2026-game-plan,https://static.foxnews.com/foxnews.com/content/uploads/2025/04/hogg_martin_ap_getty.png,2025-04-28T23:17:02Z,"It sometimes takes a pot a while to boil.
Democrats lost the presidency. Lost the Senate. Failed to flip control of the House.
And now, more than six months after last years election, the Democrats… [+7041 chars]"
"{'id': 'abc-news-au', 'name': 'ABC News (AU)'}",ABC News,How a power outage caused chaos in Spain and Portugal,"Traffic was gridlocked, trains stopped working, people were stuck in lifts and nuclear power stations were automatically shut down as a blackout hit tens of millions of people across Spain and Portugal.",https://www.abc.net.au/news/2025-04-29/spain-portugal-power-outage-how-it-happened/105227080,https://live-production.wcms.abc-cdn.net.au/00bec4985d80c974fb1fe749fcdae7e6?impolicy=wcms_watermark_news&cropH=2813&cropW=5000&xPos=0&yPos=208&width=862&height=485&imformat=generic,2025-04-28T23:16:38Z,"The power went out at 12.33pm local time in Spain and Portugal and soon afterwards, life in major cities along the Iberian Peninsula came to a halt.
A state of emergency has been declared following … [+6556 chars]"
"{'id': None, 'name': 'Calculatedriskblog.com'}",Calculated Risk,"Tuesday: Case-Shiller House Prices, Job Openings",From Matthew Graham at Mortgage News Daily: Mortgage Rates Start New Week Slightly Lower Mortgage rates ended last week at the lowest level...,https://www.calculatedriskblog.com/2025/04/tuesday-case-shiller-house-prices-job.html,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEh6n7TKF9FmD7ZxdhSRBpju9666Xe7VNfFDn5LJHUaAU8yku3xqhgV11pmVbdTe7QdggnuxJdNTydluNRkDBEFCujwERWjqwzmKw9XG-uzr7ZdoV5WEbxf-qjuJAjayZAw2PmedBu8L9rZzIqZ9Kdx16jordEmslIZYju6C-N97m91puGsZ0-_r/w1200-h630-p-k-no-nu/RatesApr282025.PNG,2025-04-28T23:15:00Z,"From Matthew Graham at Mortgage News Daily: Mortgage Rates Start New Week Slightly Lower
Mortgage rates ended last week at the lowest levels since April 7th. The average lender remained at those sam… [+830 chars]"
"{'id': None, 'name': 'The-independent.com'}",Caitlin Hornik,Paul Rudd recalls NSFW wardrobe malfunction on stage with Rachel Weisz,Rudd and Weisz appeared off-Broadway in ‘The Shape of Things’,https://www.the-independent.com/life-style/paul-rudd-the-shape-of-things-rachel-weisz-b2741135.html,"https://static.the-independent.com/2025/04/28/22/08/GettyImages-2207859987.jpg?trim=0,0,0,0&width=1200&height=800&crop=1200:800",2025-04-28T23:14:01Z,"Your support helps us to tell the story
From reproductive rights to climate change to Big Tech, The Independent is on the ground when the story is developing. Whether it's investigating the financia… [+2662 chars]"
"{'id': None, 'name': 'TheBlaze'}",Blaze News,Nike is getting hammered for 'tone-deaf' ad at London Marathon: 'Heads need to roll',"Nike's latest advertisement at the London Marathon was lambasted as tone-deaf and completely disrespectful.The red-colored sign read, ""Never again. Until next year."" It was supposed to refer to the spirit of runners finishing a trial and returning the next ye…",https://www.theblaze.com/news/nike-london-ad-holocaust-red,https://www.theblaze.com/media-library/nike-is-getting-hammered-for-tone-deaf-ad-at-london-marathon-heads-need-to-roll.jpg?id=60050758&width=1200&height=600&coordinates=0%2C156%2C0%2C156,2025-04-28T23:13:46Z,"Nike's latest advertisement at the London Marathon was lambasted as tone-deaf and completely disrespectful.
The red-colored sign read, ""Never again. Until next year."" It was supposed to refer to the… [+2405 chars]"
"{'id': None, 'name': 'Slashdot.org'}",feedfeeder,House tax writers close to wrapping up their part of massive budget bill - Politico,House tax writers close to wrapping up their part of massive budget billPolitico Trump needs unity among Republicans to pass his budget bill. Can he get it?NPR Democrats Plan to Capitalize as G.O.P. Begins Outlining Spending CutsThe New York Times 5 policy is…,https://slashdot.org/firehose.pl?op=view&amp;id=177200379,,2025-04-28T23:13:17Z,"""If there isn't a population problem, why is the government putting cancer in 
the cigarettes?""
-- the elder Steptoe, c. 1970"
"{'id': None, 'name': 'pymnts.com'}",PYMNTS,OpenAI Begins Rolling Out New Shopping Features for ChatGPT,"OpenAI said Monday (April 28) that it began rolling out features that make it easier and faster to “find, compare and buy products” in its ChatGPT chatbot. These features include improved product results; visual product details, pricing and reviews; and direc…",https://www.pymnts.com/artificial-intelligence-2/2025/openai-begins-rolling-out-new-shopping-features-for-chatgpt/,https://www.pymnts.com/wp-content/uploads/2025/04/ChatGPT-shopping.jpg,2025-04-28T23:13:04Z,"OpenAI said Monday (April 28) that it began rolling out features that make it easier and faster to find, compare and buy products in its ChatGPT chatbot.
These features include improved product resu… [+2161 chars]"
"{'id': None, 'name': 'esquire.com'}",Charles P. Pierce,Trump's Poll Numbers Have Plummeted and He's Not Taking It Well At All,"Confronted with his own unpopularity, the president is doing the logical thing and lashing out at the pollsters.",https://www.esquire.com/news-politics/politics/a64612771/trump-approval-rating-lowest-decades/,"https://hips.hearstapps.com/hmg-prod/images/president-donald-trump-pumps-his-fist-as-he-steps-off-air-news-photo-1745881543.pjpeg?crop=1xw:0.75xh;center,top&resize=1200:*",2025-04-28T23:13:00Z,"The president's poll numbers are headed for Middle Earth. It is not possible to ignore that now. From CNN:
Trumps 41% approval rating is the lowest for any newly elected president at 100 days dating… [+2325 chars]"
"{'id': None, 'name': 'Slashdot.org'}",feedfeeder,"CNN Poll: A growing majority says Trump has made the economy worse, with most skeptical of his tariff plans - CNN","CNN Poll: A growing majority says Trump has made the economy worse, with most skeptical of his tariff plansCNN Most Americans Skeptical About Benefits of TariffsGallup News Nearly two-thirds of Americans disapprove of Trump tariffs, with inflation a broad con…",https://slashdot.org/firehose.pl?op=view&amp;id=177200375,,2025-04-28T23:12:56Z,"""If there isn't a population problem, why is the government putting cancer in 
the cigarettes?""
-- the elder Steptoe, c. 1970"
"{'id': None, 'name': 'Slashdot.org'}",feedfeeder,Tom Brady's fury at 'stupid' Skip Bayless over Shedeur Sanders remark - Daily Mail,Tom Brady's fury at 'stupid' Skip Bayless over Shedeur Sanders remarkDaily Mail Super Bowl champ gives reason why Shedeur Sanders fell to 5th round of NFL DraftFox News Shedeur Sanders draft fall: Former NFL MVP says multiple teams took Colorado QB off their …,https://slashdot.org/firehose.pl?op=view&amp;id=177200367,,2025-04-28T23:12:35Z,"""If there isn't a population problem, why is the government putting cancer in 
the cigarettes?""
-- the elder Steptoe, c. 1970"
"{'id': None, 'name': 'Slashdot.org'}",feedfeeder,"Trump celebrates the Super Bowl champ Eagles at White House, but star QB Jalen Hurts skips ceremony - AP News","Trump celebrates the Super Bowl champ Eagles at White House, but star QB Jalen Hurts skips ceremonyAP News Eagles' Jalen Hurts skipping Trump visit as teammate spends time with him at golf courseFox News Which Eagles players skipped the White House ceremony w…",https://slashdot.org/firehose.pl?op=view&amp;id=177200365,,2025-04-28T23:12:15Z,"""If there isn't a population problem, why is the government putting cancer in 
the cigarettes?""
-- the elder Steptoe, c. 1970"
